Time	Magnets_Z	Extension	dx	dy	z0	x0	y0	Piezo_pstn	Magnets_Moving	turns
sec	mm	nm	nm	nm	nm	nm	nm	y/n	 
209.931	-10.480	243.099	20.220	33.575	-104.439	11649.252	10120.599	10.399	0.000	-0.000
209.941	-10.480	240.512	12.608	43.412	-107.273	11651.818	10117.937	10.399	0.000	-0.000
209.951	-10.480	244.077	6.929	41.228	-108.649	11646.190	10118.459	10.399	0.000	-0.000
209.961	-10.480	238.991	33.513	30.935	-103.948	11644.251	10119.757	10.399	0.000	-0.000
209.971	-10.480	239.131	4.801	39.494	-105.322	11650.688	10117.843	10.404	0.000	-0.000
209.981	-10.480	245.656	1.080	31.318	-105.766	11652.170	10120.620	10.404	0.000	-0.000
209.991	-10.480	225.890	23.045	29.226	-101.486	11647.063	10122.629	10.404	0.000	-0.000
210.000	-10.480	231.050	10.320	42.186	-102.317	11650.784	10122.779	10.404	0.000	-0.000
210.010	-10.480	230.292	22.364	35.271	-101.382	11652.460	10113.976	10.404	0.000	-0.000
210.021	-10.480	247.301	4.402	32.345	-106.323	11645.498	10126.643	10.404	0.000	-0.000
210.031	-10.480	238.079	7.664	43.283	-105.981	11650.058	10122.232	10.404	0.000	-0.000
210.040	-10.480	235.021	2.863	41.755	-99.873	11651.030	10123.231	10.404	0.000	-0.000
210.051	-10.480	233.003	12.812	33.470	-101.075	11645.895	10121.941	10.404	0.000	-0.000
210.060	-10.480	238.089	9.759	37.831	-106.173	11650.871	10122.076	10.404	0.000	-0.000
210.070	-10.480	222.128	15.806	31.451	-95.248	11651.519	10121.692	10.404	0.000	-0.000
210.080	-10.480	233.978	9.893	34.579	-102.909	11648.988	10123.922	10.404	0.000	-0.000
210.090	-10.480	227.039	23.077	37.355	-103.467	11650.467	10118.750	10.404	0.000	-0.000
210.100	-10.480	241.835	17.521	25.832	-106.022	11651.184	10121.418	10.404	0.000	-0.000
210.110	-10.480	230.301	32.900	34.953	-104.400	11649.860	10121.345	10.404	0.000	-0.000
210.119	-10.480	229.990	29.884	35.735	-99.298	11649.892	10115.210	10.404	0.000	-0.000
210.129	-10.480	235.798	3.913	37.002	-100.376	11648.889	10121.985	10.404	0.000	-0.000
210.140	-10.480	234.159	3.951	36.872	-100.995	11652.470	10122.603	10.404	0.000	-0.000
210.150	-10.480	243.104	16.457	36.714	-109.795	11652.112	10119.915	10.404	0.000	-0.000
210.160	-10.480	242.365	21.720	38.965	-105.315	11651.951	10122.572	10.404	0.000	-0.000
210.169	-10.480	239.449	15.191	39.668	-102.840	11649.790	10118.868	10.404	0.000	-0.000
210.179	-10.480	238.579	9.696	38.045	-100.661	11651.306	10121.068	10.404	0.000	-0.000
210.190	-10.480	251.883	16.491	40.460	-112.674	11650.284	10119.450	10.404	0.000	-0.000
210.200	-10.480	235.706	11.674	44.935	-105.546	11652.770	10119.375	10.404	0.000	-0.000
210.209	-10.480	231.691	18.152	42.442	-102.260	11649.182	10120.627	10.404	0.000	-0.000
210.219	-10.480	233.594	7.885	39.870	-101.539	11651.297	10120.386	10.404	0.000	-0.000
210.229	-10.480	246.871	14.410	39.469	-108.842	11650.622	10122.176	10.404	0.000	-0.000
210.239	-10.480	227.602	25.124	32.956	-95.810	11648.158	10120.489	10.404	0.000	-0.000
210.248	-10.480	241.896	1.461	35.959	-97.239	11651.727	10120.628	10.404	0.000	-0.000
210.259	-10.480	220.671	5.910	38.479	-91.094	11654.295	10120.479	10.404	0.000	-0.000
210.269	-10.480	245.800	7.247	40.429	-107.729	11648.767	10121.389	10.404	0.000	-0.000
210.279	-10.480	237.530	3.427	38.800	-103.139	11652.773	10116.912	10.404	0.000	-0.000
210.288	-10.480	224.859	6.588	43.557	-98.963	11654.638	10122.793	10.404	0.000	-0.000
210.298	-10.480	240.350	14.789	32.282	-106.479	11648.786	10119.574	10.404	0.000	-0.000
210.308	-10.480	235.201	9.786	41.007	-98.511	11647.672	10123.354	10.404	0.000	-0.000
210.319	-10.480	240.592	11.537	34.136	-105.224	11653.952	10120.693	10.404	0.000	-0.000
210.328	-10.480	229.374	27.587	35.662	-101.999	11650.552	10118.533	10.404	0.000	-0.000
210.338	-10.480	232.642	7.981	41.131	-105.904	11645.815	10120.236	10.404	0.000	-0.000
210.348	-10.480	233.891	12.114	28.100	-106.162	11651.976	10121.339	10.404	0.000	-0.000
210.358	-10.480	231.405	6.164	38.086	-101.619	11651.033	10122.377	10.404	0.000	-0.000
210.368	-10.480	218.608	-7.992	37.970	-96.632	11646.698	10119.808	10.404	0.000	-0.000
210.378	-10.480	237.940	3.615	40.811	-101.407	11651.315	10119.993	10.404	0.000	-0.000
210.388	-10.480	239.557	6.788	35.173	-102.862	11652.536	10122.412	10.404	0.000	-0.000
210.417	-10.480	236.336	13.661	32.152	-100.024	11651.925	10122.133	10.404	0.000	-0.000
210.427	-10.480	225.686	4.990	38.971	-95.413	11651.756	10123.234	10.404	0.000	-0.000
210.437	-10.480	232.285	33.608	32.595	-100.628	11650.371	10115.880	10.404	0.000	-0.000
210.448	-10.480	235.987	14.281	36.373	-97.959	11647.936	10118.162	10.404	0.000	-0.000
210.459	-10.480	241.509	14.617	38.806	-98.999	11650.565	10121.436	10.404	0.000	-0.000
210.467	-10.480	228.767	7.321	42.620	-97.045	11651.943	10118.829	10.404	0.000	-0.000
210.477	-10.480	244.197	10.012	33.855	-101.769	11651.345	10120.299	10.404	0.000	-0.000
210.487	-10.480	226.536	29.973	32.450	-94.048	11650.469	10125.374	10.404	0.000	-0.000
210.497	-10.480	233.636	29.360	30.720	-98.694	11652.919	10117.413	10.404	0.000	-0.000
210.507	-10.480	249.492	16.098	36.566	-102.086	11651.579	10117.737	10.404	0.000	-0.000
210.517	-10.480	242.671	24.470	32.502	-101.491	11651.023	10120.918	10.404	0.000	-0.000
210.527	-10.480	230.852	-11.216	36.207	-93.028	11654.003	10121.328	10.404	0.000	-0.000
210.536	-10.480	240.481	0.753	36.907	-99.493	11651.773	10117.987	10.404	0.000	-0.000
210.546	-10.480	236.446	6.063	41.168	-102.803	11650.127	10120.193	10.404	0.000	-0.000
210.557	-10.480	224.808	0.456	40.058	-94.625	11653.124	10124.749	10.404	0.000	-0.000
210.567	-10.480	230.766	32.604	28.380	-98.631	11649.641	10120.822	10.404	0.000	-0.000
210.576	-10.480	242.909	18.707	34.847	-98.521	11652.726	10117.017	10.404	0.000	-0.000
